Terminoa: listeners   eta agerpen kopurua:   24    Agertzen da:		[pdf.js: app/content/pdfjs/build]
Terminoa: byteLength   eta agerpen kopurua:   24    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: controller   eta agerpen kopurua:   24    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: previous   eta agerpen kopurua:   24    Agertzen da:		[viewer.js: app/content/pdfjs/web]
Terminoa: Events   eta agerpen kopurua:   24    Agertzen da:		[Events.js: app/scripts]
Terminoa: loaded   eta agerpen kopurua:   23    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: defined   eta agerpen kopurua:   23    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: proto   eta agerpen kopurua:   23    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: image   eta agerpen kopurua:   23    Agertzen da:		[pdf.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: cipher   eta agerpen kopurua:   23    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: eventBus   eta agerpen kopurua:   23    Agertzen da:		[viewer.js: app/content/pdfjs/web]
Terminoa: studentId   eta agerpen kopurua:   23    Agertzen da:		[PreviousAssignments.js: app/scripts/annotationManagement/purposes;MoodleReport.js: app/scripts/annotationManagement/read;MoodleDownloadManager.js: app/scripts/background;MoodleGraderAugmentation.js: app/scripts/codebook/operations/create/moodleProvider/augmentation;MoodleGradingAugmentation.js: app/scripts/codebook/operations/create/moodleProvider/augmentation;MoodleViewPluginAssignSubmissionAugmentation.js: app/scripts/codebook/operations/create/moodleProvider/augmentation;BackToWorkspace.js: app/scripts/moodle]
Terminoa: swal   eta agerpen kopurua:   23    Agertzen da:		[Canvas.js: app/scripts/annotationManagement/read;HypothesisClientManager.js: app/scripts/annotationServer/hypothesis;ImportCodebookJSON.js: app/scripts/codebook/operations/import;RenameCodebook.js: app/scripts/codebook/operations/update;AnnotationImporter.js: app/scripts/importExport;Alerts.js: app/scripts/utils]
Terminoa: settings   eta agerpen kopurua:   23    Agertzen da:		[Neo4JClient.js: app/scripts/annotationServer/neo4j;APISimulation.js: app/scripts/moodle;MoodleClient.js: app/scripts/moodle;TargetManager.js: app/scripts/target]
Terminoa: qwhere   eta agerpen kopurua:   23    Agertzen da:		[Neo4JClient.js: app/scripts/annotationServer/neo4j]
Terminoa: strBuf   eta agerpen kopurua:   22    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: message   eta agerpen kopurua:   22    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: context   eta agerpen kopurua:   22    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: fontSize   eta agerpen kopurua:   22    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: chunkSize   eta agerpen kopurua:   22    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: flags   eta agerpen kopurua:   22    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: tile   eta agerpen kopurua:   22    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: decoder   eta agerpen kopurua:   22    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: item   eta agerpen kopurua:   22    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web;Neo4JClient.js: app/scripts/annotationServer/neo4j]
Terminoa: pageView   eta agerpen kopurua:   22    Agertzen da:		[viewer.js: app/content/pdfjs/web]
Terminoa: l10n   eta agerpen kopurua:   22    Agertzen da:		[viewer.js: app/content/pdfjs/web]
Terminoa: other   eta agerpen kopurua:   21    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: method   eta agerpen kopurua:   21    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: ReadableStream   eta agerpen kopurua:   21    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: codes   eta agerpen kopurua:   21    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: bits   eta agerpen kopurua:   21    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
